État civil,Mode d'application,Ordre d'application,Cours,Présence jour/soir,Qualification antérieure,Nationalité,Qualification mère,Qualification père,Occupation mère,Occupation père,Déplacé,Besoins éducatifs spéciaux,Dettes,Frais de scolarité à jour,Sexe,Bourse,Âge à l'inscription,International,Unités curriculaires 1er semestre (créditées),Unités curriculaires 1er semestre (inscrits),Unités curriculaires 1er semestre (évaluations),Unités curriculaires 1er semestre (approuvées),Unités curriculaires 1er semestre (note),Unités curriculaires 1er semestre (sans évaluations),Unités curriculaires 2e semestre (créditées),Unités curriculaires 2e semestre (inscrits),Unités curriculaires 2e semestre (évaluations),Unités curriculaires 2e semestre (approuvées),Unités curriculaires 2e semestre (note),Unités curriculaires 2e semestre (sans évaluations),Taux de chômage,Taux d'inflation,PIB,Cible
Marié(e),Plus de 23 ans,1,Service Social (présence en soirée),Soir,Étude secondaire,Portugais,Cours Général d'Administration et de Commerce,Étude de base de 1er cycle (4e/5e année) ou équivalent,Travailleurs sans compétences,"Agriculteurs et travailleurs qualifiés de l’agriculture, des pêches et des forêts",Oui,Non,Non,Oui,Femme,Non,33,Non,0,6,7,6,11.0,0,0,6,11,5,11.0,0,9.4,-0.8,-3.12,1
Célibataire,Transfert,1,Soins infirmier,Jour,Étude secondaire,Portugais,Cours Général d'Administration et de Commerce,Étude de base de 2e cycle (6e/7e/8e année) ou équivalent,Travailleurs sans compétences,"Ouvriers qualifiés de l’industrie, de la construction et des artisans",Oui,Non,Non,Oui,Femme,Oui,22,Non,0,8,8,7,13.08,0,0,8,8,7,13.08,0,10.8,1.4,1.74,1
Célibataire,Plus de 23 ans,1,Gestion de la publicité et du marketing,Jour,Étude secondaire,Portugais,Étude secondaire – 12e année de scolarité ou équivalent,Étude de base de 3e cycle (9ème/10ème/11ème année) ou équivalent,Personnel administratif,"Travailleurs des services personnels, de la sécurité et de la sûreté et vendeurs",Non,Non,Non,Oui,Femme,Oui,25,Non,0,5,7,4,10.5,0,0,5,7,5,11.6,0,9.4,-0.8,-3.12,1
Célibataire,2e phase – contingent général,1,Conception de communications,Jour,Étude secondaire,Portugais,Cours de commerce général,Étude de base de 2e cycle (6e/7e/8e année) ou équivalent,Personnel administratif,Étudiant,Oui,Non,Non,Oui,Homme,Non,20,Non,0,6,9,6,10.666666666666666,1,0,6,6,5,11.2,0,7.6,2.6,0.32,1
Célibataire,Plus de 23 ans,1,Soins infirmier,Jour,Étude secondaire,Portugais,Étude secondaire – 12e année de scolarité ou équivalent,Étude secondaire – 12e année de scolarité ou équivalent,Personnel administratif,Métiers des Forces armées,Non,Non,Non,Oui,Homme,Non,24,Non,0,7,18,0,0.0,0,0,7,7,0,0.0,0,13.9,-0.3,0.79,0
Célibataire,2e phase – contingent général,2,Journalisme et communication,Jour,Étude secondaire,Brésilien,Cours de commerce général,Étude secondaire – 12e année de scolarité ou équivalent,Travailleurs sans compétences,Travailleurs sans compétences,Oui,Non,Non,Non,Femme,Non,21,Oui,0,6,6,6,14.0,0,0,6,6,6,13.5,0,8.9,1.4,3.51,1
Célibataire,Étudiant international,1,Équiniculture,Jour,Étude secondaire,Brésilien,Étude secondaire – 12e année de scolarité ou équivalent,Étude secondaire – 12e année de scolarité ou équivalent,Personnel administratif,Personnel administratif,Non,Non,Non,Oui,Femme,Non,26,Oui,0,6,7,2,12.0,1,0,6,6,0,0.0,0,8.9,1.4,3.51,0
Marié(e),Plus de 23 ans,1,Éducation de base,Jour,11e année de scolarité – non terminée,Portugais,Cours Général d'Administration et de Commerce,Inconnu,Étudiant,Étudiant,Non,Non,Non,Oui,Femme,Non,39,Non,0,6,12,3,12.666666666666666,0,0,6,14,0,0.0,1,7.6,2.6,0.32,0
Marié(e),Plus de 23 ans,1,Service Social (présence en soirée),Soir,Étude secondaire,Portugais,Cours Général d'Administration et de Commerce,Étude de base de 3e cycle (9ème/10ème/11ème année) ou équivalent,Travailleurs sans compétences,Travailleurs sans compétences,Non,Non,Non,Oui,Femme,Non,44,Non,2,8,11,8,11.875,0,0,6,7,6,12.333333333333334,0,12.7,3.7,-1.7,1
Célibataire,1ère phase – contingent général,5,Journalisme et communication,Jour,Étude secondaire,Portugais,Cours Général d'Administration et de Commerce,Étude secondaire – 12e année de scolarité ou équivalent,"Travailleurs des services personnels, de la sécurité et de la sûreté et vendeurs","Travailleurs des services personnels, de la sécurité et de la sûreté et vendeurs",Oui,Non,Non,Oui,Femme,Non,18,Non,0,6,6,6,13.666666666666666,0,0,6,6,6,13.333333333333334,0,8.9,1.4,3.51,1
Célibataire,1ère phase – contingent général,5,Soins infirmier,Jour,Étude secondaire,Portugais,Cours Général d'Administration et de Commerce,Étude de base de 1er cycle (4e/5e année) ou équivalent,"Ouvriers qualifiés de l’industrie, de la construction et des artisans","Ouvriers qualifiés de l’industrie, de la construction et des artisans",Oui,Non,Non,Oui,Femme,Oui,18,Non,0,7,7,7,13.75,0,0,8,9,8,14.47777777777778,0,12.4,0.5,1.79,1
Célibataire,1ère phase – contingent général,4,Soins infirmier,Jour,Étude secondaire,Portugais,Étude supérieure – diplôme,Étude supérieure – diplôme,Spécialistes en activités intellectuelles et scientifiques,Spécialistes en activités intellectuelles et scientifiques,Oui,Non,Oui,Non,Femme,Non,19,Non,0,7,10,4,11.96,0,0,7,7,0,0.0,0,13.9,-0.3,0.79,0
Célibataire,Titulaires d'un diplôme de cycle court,1,Soins infirmiers vétérinaires,Jour,Cours technique supérieur professionnel,Portugais,Comptabilité et administration supplémentaires,Étude de base de 2e cycle (6e/7e/8e année) ou équivalent,Travailleurs sans compétences,Travailleurs sans compétences,Non,Non,Non,Oui,Femme,Non,21,Non,7,10,12,8,12.875,0,4,9,14,5,13.4,0,8.9,1.4,3.51,0
Célibataire,1ère phase – contingent général,4,Conception d'animation et multimédia,Jour,Étude secondaire,Portugais,Étude secondaire – 12e année de scolarité ou équivalent,Étude secondaire – 12e année de scolarité ou équivalent,Travailleurs sans compétences,Métiers des Forces armées,Oui,Non,Non,Oui,Femme,Non,20,Non,0,0,0,0,0.0,0,0,0,0,0,0.0,0,16.2,0.3,-0.92,1
Marié(e),Plus de 23 ans,1,Service Social (présence en soirée),Soir,Étude secondaire,Portugais,Cours Général d'Administration et de Commerce,Étude de base de 1er cycle (4e/5e année) ou équivalent,"Agriculteurs et travailleurs qualifiés de l’agriculture, des pêches et des forêts","Travailleurs des services personnels, de la sécurité et de la sûreté et vendeurs",Oui,Non,Non,Oui,Femme,Non,36,Non,0,6,0,0,0.0,0,0,6,0,0,0.0,0,9.4,-0.8,-3.12,0
Divorcé(e),Plus de 23 ans,1,Agronomie,Jour,Autre – 11e année de scolarité,Portugais,Cours Général d'Administration et de Commerce,Étude de base de 1er cycle (4e/5e année) ou équivalent,Travailleurs sans compétences,"Agriculteurs et travailleurs qualifiés de l’agriculture, des pêches et des forêts",Non,Non,Non,Oui,Femme,Non,43,Non,13,18,19,18,14.63157894736842,0,10,13,14,13,14.23076923076923,1,15.5,2.8,-4.06,1
Célibataire,3ème phase – contingent général,1,Éducation de base,Jour,Étude secondaire,Portugais,Cours de commerce général,Étude de base de 3e cycle (9ème/10ème/11ème année) ou équivalent,Travailleurs sans compétences,"Ouvriers qualifiés de l’industrie, de la construction et des artisans",Oui,Non,Non,Oui,Femme,Non,19,Non,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,0
Célibataire,Changement d'établissement/de cours,1,Conception de communications,Jour,Étude secondaire,Portugais,Étude supérieure – diplôme,Étude secondaire – 12e année de scolarité ou équivalent,Spécialistes en activités intellectuelles et scientifiques,"Opérateurs d'installations, de machines et ouvriers d'assemblage",Non,Non,Oui,Oui,Femme,Non,20,Non,4,10,12,10,13.0,0,5,11,11,11,12.272727272727272,0,11.1,0.6,2.02,1
Célibataire,1ère phase – contingent général,2,Service social,Jour,Étude secondaire,Portugais,Cours Général d'Administration et de Commerce,Étude de base de 2e cycle (6e/7e/8e année) ou équivalent,Personnel administratif,"Ouvriers qualifiés de l’industrie, de la construction et des artisans",Oui,Non,Non,Oui,Femme,Non,19,Non,0,6,0,0,0.0,0,0,6,0,0,0.0,0,16.2,0.3,-0.92,0
Célibataire,1ère phase – contingent général,1,Soins infirmiers vétérinaires,Jour,Étude secondaire,Portugais,Étude secondaire – 12e année de scolarité ou équivalent,Étude secondaire – 12e année de scolarité ou équivalent,Personnel administratif,Personnel administratif,Oui,Non,Non,Oui,Femme,Non,20,Non,0,6,15,4,14.2,0,0,6,17,4,13.25,0,15.5,2.8,-4.06,0
Célibataire,1ère phase – contingent général,5,Soins infirmier,Jour,Étude secondaire,Portugais,Étude supérieure – diplôme,Étude supérieure – maîtrise,Personnel administratif,Techniciens et professions de niveau intermédiaire,Oui,Non,Non,Oui,Femme,Non,20,Non,2,7,9,6,13.266666666666666,0,0,7,10,5,12.3,0,12.4,0.5,1.79,0
Célibataire,1ère phase – contingent général,1,Service social,Jour,Étude secondaire,Portugais,Cours Général d'Administration et de Commerce,Étude de base de 1er cycle (4e/5e année) ou équivalent,"Agriculteurs et travailleurs qualifiés de l’agriculture, des pêches et des forêts","Ouvriers qualifiés de l’industrie, de la construction et des artisans",Oui,Non,Non,Oui,Femme,Non,18,Non,0,6,8,6,13.857142857142858,0,0,6,6,6,15.0,0,13.9,-0.3,0.79,1
Célibataire,1ère phase – contingent général,1,Soins infirmiers vétérinaires,Jour,Étude secondaire,Portugais,Cours de commerce général,Étude de base de 3e cycle (9ème/10ème/11ème année) ou équivalent,Travailleurs sans compétences,Travailleurs sans compétences,Oui,Non,Non,Oui,Femme,Non,19,Non,0,5,6,5,13.4,0,0,5,5,5,12.8,0,10.8,1.4,1.74,1
Célibataire,1ère phase – contingent général,3,Journalisme et communication,Jour,Étude secondaire,Portugais,Étude secondaire – 12e année de scolarité ou équivalent,Étude de base de 2e cycle (6e/7e/8e année) ou équivalent,Personnel administratif,"Ouvriers qualifiés de l’industrie, de la construction et des artisans",Oui,Non,Non,Oui,Femme,Non,18,Non,0,6,6,6,12.666666666666666,0,0,6,7,6,12.571428571428571,0,10.8,1.4,1.74,1
Célibataire,2e phase – contingent général,2,Soins infirmier,Jour,Étude secondaire,Portugais,Cours Général d'Administration et de Commerce,Étude de base de 1er cycle (4e/5e année) ou équivalent,Travailleurs sans compétences,Travailleurs sans compétences,Oui,Non,Non,Oui,Femme,Non,18,Non,0,7,7,6,12.516666666666666,1,0,7,7,6,12.516666666666666,1,7.6,2.6,0.32,0
Célibataire,1ère phase – contingent général,2,Soins infirmiers vétérinaires,Jour,Étude secondaire,Portugais,Cours Général d'Administration et de Commerce,Étude de base de 2e cycle (6e/7e/8e année) ou équivalent,Travailleurs sans compétences,"Ouvriers qualifiés de l’industrie, de la construction et des artisans",Non,Non,Non,Oui,Femme,Non,18,Non,0,5,12,5,13.142857142857142,2,0,5,6,5,11.4,0,9.4,-0.8,-3.12,1
Célibataire,1ère phase – contingent général,1,Gestion,Jour,Étude secondaire,Portugais,Étude supérieure – baccalauréat,Étude de base de 3e cycle (9ème/10ème/11ème année) ou équivalent,Personnel administratif,"Travailleurs des services personnels, de la sécurité et de la sûreté et vendeurs",Non,Non,Non,Oui,Femme,Non,18,Non,0,5,5,5,12.6,0,0,5,5,5,14.0,0,11.1,0.6,2.02,1
Célibataire,2e phase – contingent général,1,Tourisme,Jour,Étude secondaire,Portugais,Étude secondaire – 12e année de scolarité ou équivalent,Étude secondaire – 12e année de scolarité ou équivalent,Personnel administratif,"Travailleurs des services personnels, de la sécurité et de la sûreté et vendeurs",Oui,Non,Non,Oui,Femme,Non,21,Non,0,6,12,3,11.0,0,0,6,12,2,11.0,0,9.4,-0.8,-3.12,0
Célibataire,1ère phase – contingent général,2,Gestion,Jour,Étude secondaire,Portugais,Cours de commerce général,Étude de base de 3e cycle (9ème/10ème/11ème année) ou équivalent,Travailleurs sans compétences,"Ouvriers qualifiés de l’industrie, de la construction et des artisans",Oui,Non,Non,Oui,Femme,Non,19,Non,0,5,8,5,10.8,0,0,5,9,4,11.25,2,16.2,0.3,-0.92,1
Célibataire,1ère phase – contingent général,1,Conception d'animation et multimédia,Jour,Étude secondaire,Portugais,Étude supérieure – diplôme,Étude de base de 3e cycle (9ème/10ème/11ème année) ou équivalent,Spécialistes en activités intellectuelles et scientifiques,Travailleurs sans compétences,Non,Non,Non,Oui,Femme,Non,19,Non,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,0
Célibataire,1ère phase – contingent général,1,Gestion de la publicité et du marketing,Jour,Étude secondaire,Portugais,Comptabilité et administration supplémentaires,Étude de base de 2e cycle (6e/7e/8e année) ou équivalent,Travailleurs sans compétences,Travailleurs sans compétences,Non,Non,Non,Oui,Femme,Oui,19,Non,0,5,5,5,12.8,0,0,5,5,5,14.2,0,9.4,-0.8,-3.12,1
Célibataire,1ère phase – contingent général,1,Soins infirmiers vétérinaires,Jour,Étude secondaire,Portugais,Cours de commerce général,Étude de base de 2e cycle (6e/7e/8e année) ou équivalent,Personnel administratif,"Ouvriers qualifiés de l’industrie, de la construction et des artisans",Oui,Non,Non,Oui,Femme,Non,19,Non,0,6,15,6,14.166666666666666,0,0,6,13,6,12.2,0,15.5,2.8,-4.06,1
Célibataire,2e phase – contingent général,6,Hygiène buccale (Dentiste ou Hygiéniste dentaire),Jour,Étude secondaire,Portugais,Étude secondaire – 12e année de scolarité ou équivalent,Étude secondaire – 12e année de scolarité ou équivalent,Personnel administratif,"Travailleurs des services personnels, de la sécurité et de la sûreté et vendeurs",Oui,Non,Non,Oui,Femme,Non,19,Non,0,7,12,5,12.1,0,0,7,0,0,0.0,0,13.9,-0.3,0.79,0
Célibataire,Titulaires d'un diplôme de spécialisation technologique,1,Soins infirmiers vétérinaires,Jour,Cours de spécialisation technologique,Portugais,Cours Général d'Administration et de Commerce,Étude de base de 1er cycle (4e/5e année) ou équivalent,Travailleurs sans compétences,Travailleurs sans compétences,Oui,Non,Non,Oui,Femme,Non,20,Non,1,6,7,6,14.166666666666666,0,1,6,17,5,13.77777777777778,0,12.4,0.5,1.79,1
Célibataire,2e phase – contingent général,3,Service social,Jour,Étude secondaire,Portugais,Étude secondaire – 12e année de scolarité ou équivalent,Cours de spécialisation technologique,"Travailleurs des services personnels, de la sécurité et de la sûreté et vendeurs",Techniciens et professions de niveau intermédiaire,Oui,Non,Non,Oui,Femme,Non,18,Non,0,6,7,6,13.0,0,0,6,6,6,13.666666666666666,0,12.4,0.5,1.79,1
Célibataire,2e phase – contingent général,6,Soins infirmier,Jour,Étude secondaire,Portugais,Étude secondaire – 12e année de scolarité ou équivalent,Étude de base de 1er cycle (4e/5e année) ou équivalent,"Opérateurs d'installations, de machines et ouvriers d'assemblage",Travailleurs sans compétences,Oui,Non,Non,Oui,Femme,Non,19,Non,0,7,7,7,13.467142857142855,0,0,8,9,8,15.011111111111113,0,12.4,0.5,1.79,1
Célibataire,1ère phase – contingent général,3,Soins infirmier,Jour,Étude secondaire,Portugais,Cours de commerce général,Étude de base de 3e cycle (9ème/10ème/11ème année) ou équivalent,"Travailleurs des services personnels, de la sécurité et de la sûreté et vendeurs","Opérateurs d'installations, de machines et ouvriers d'assemblage",Oui,Non,Non,Oui,Femme,Oui,18,Non,0,7,9,7,13.2375,0,0,8,9,7,13.742857142857144,0,13.9,-0.3,0.79,0
Célibataire,2e phase – contingent général,2,Conception de communications,Jour,Étude secondaire,Portugais,Cours Général d'Administration et de Commerce,Étude de base de 1er cycle (4e/5e année) ou équivalent,Travailleurs sans compétences,Travailleurs sans compétences,Oui,Non,Non,Oui,Femme,Non,18,Non,0,6,6,6,12.333333333333334,0,0,6,6,6,13.0,0,7.6,2.6,0.32,1
Célibataire,1ère phase – contingent général,4,Gestion,Jour,Étude secondaire,Portugais,Étude secondaire – 12e année de scolarité ou équivalent,Étude de base de 3e cycle (9ème/10ème/11ème année) ou équivalent,Personnel administratif,"Opérateurs d'installations, de machines et ouvriers d'assemblage",Oui,Non,Non,Oui,Femme,Non,19,Non,0,5,7,5,12.4,0,0,5,5,5,14.6,0,8.9,1.4,3.51,1
Célibataire,2e phase – contingent général,6,Soins infirmier,Jour,Étude secondaire,Portugais,Étude secondaire – 12e année de scolarité ou équivalent,Étude de base de 3e cycle (9ème/10ème/11ème année) ou équivalent,Techniciens et professions de niveau intermédiaire,Techniciens et professions de niveau intermédiaire,Oui,Non,Non,Oui,Femme,Non,19,Non,0,7,8,5,14.0,0,0,7,7,0,0.0,0,13.9,-0.3,0.79,0
Célibataire,Changement de cours,1,Service social,Jour,Étude secondaire,Portugais,Comptabilité et administration supplémentaires,Étude de base de 1er cycle (4e/5e année) ou équivalent,Travailleurs sans compétences,"Ouvriers qualifiés de l’industrie, de la construction et des artisans",Non,Non,Non,Oui,Femme,Non,20,Non,5,9,15,9,11.666666666666666,0,2,7,8,7,11.714285714285714,0,7.6,2.6,0.32,1
Célibataire,1ère phase – contingent général,1,Gestion de la publicité et du marketing,Jour,Étude secondaire,Portugais,Étude secondaire – 12e année de scolarité ou équivalent,Étude de base de 2e cycle (6e/7e/8e année) ou équivalent,Techniciens et professions de niveau intermédiaire,Travailleurs sans compétences,Non,Non,Oui,Non,Femme,Oui,19,Non,0,6,7,5,12.0,0,0,6,9,4,12.5,0,12.4,0.5,1.79,0
Célibataire,2e phase – contingent général,1,Gestion de la publicité et du marketing,Jour,Étude secondaire,Portugais,Cours de commerce général,Étude de base de 3e cycle (9ème/10ème/11ème année) ou équivalent,"Travailleurs des services personnels, de la sécurité et de la sûreté et vendeurs","Travailleurs des services personnels, de la sécurité et de la sûreté et vendeurs",Oui,Non,Non,Oui,Femme,Non,20,Non,0,5,7,4,12.2,0,0,5,5,4,11.5,0,7.6,2.6,0.32,1
Célibataire,1ère phase – contingent général,1,Journalisme et communication,Jour,Étude secondaire,Portugais,Étude secondaire – 12e année de scolarité ou équivalent,Étude secondaire – 12e année de scolarité ou équivalent,Professionnels de la santé,"Travailleurs de l'industrie agroalimentaire, du travail du bois, de l'habillement et d'autres industries et artisanats",Non,Non,Oui,Oui,Femme,Oui,18,Non,0,6,6,6,14.833333333333334,0,0,6,6,6,14.833333333333334,0,8.9,1.4,3.51,1
